hole_cards,win_probability
8D QH,0.53625
8D QD,0.560985
8D QC,0.53734
8D QS,0.53485
8D KH,0.561015
8D KD,0.583795
8D KC,0.56107
8D KS,0.560145
8D AH,0.599095
8D AD,0.62127
8D AC,0.601385
8D AS,0.59745
8C 2H,0.36717
8C 2D,0.36852
8C 2C,0.402495
8C 2S,0.37157
8C 3H,0.374435
8C 3D,0.37469
8C 3C,0.411425
8C 3S,0.375375
8C 4H,0.39384
8C 4D,0.39492
8C 4C,0.42723
8C 4S,0.39301
8C 5H,0.41373
8C 5D,0.41612
8C 5C,0.444995
8C 5S,0.415645
8C 6H,0.43486
8C 6D,0.43188
8C 6C,0.465605
8C 6S,0.43284
8C 7H,0.452135
8C 7D,0.448865
8C 7C,0.476275
8C 7S,0.452355
8C 8H,0.69051
8C 8D,0.69133
8C 8S,0.69204
8C 9H,0.478995
8C 9D,0.479915
8C 9C,0.507915
8C 9S,0.4812
8C TH,0.499315
8C TD,0.497215
8C TC,0.521735
8C TS,0.49849
8C JH,0.514505
8C JD,0.515825
8C JC,0.538225
8C JS,0.51594
8C QH,0.53684
8C QD,0.537725
8C QC,0.557285
8C QS,0.538865
8C KH,0.558695
8C KD,0.562765
8C KC,0.58176
8C KS,0.559235
8C AH,0.59759
8C AD,0.596905
8C AC,0.618325
8C AS,0.597095
8S 2H,0.370195
8S 2D,0.37226
8S 2C,0.368975
8S 2S,0.40298
8S 3H,0.374225
8S 3D,0.3758
8S 3C,0.37622
8S 3S,0.412105
8S 4H,0.39468
8S 4D,0.395625
8S 4C,0.396695
8S 4S,0.42698
8S 5H,0.417295
8S 5D,0.413745
8S 5C,0.415185
8S 5S,0.450225
8S 6H,0.430255
8S 6D,0.4323
8S 6C,0.43412
8S 6S,0.463345
8S 7H,0.45102
8S 7D,0.448625
8S 7C,0.450295
8S 7S,0.480845
8S 8H,0.69366
8S 8D,0.69201
8S 8C,0.69133
8S 9H,0.481005
8S 9D,0.479225
8S 9C,0.481915
8S 9S,0.509175
8S TH,0.49798
8S TD,0.49605
8S TC,0.49782
8S TS,0.520285
8S JH,0.51341
8S JD,0.51436
8S JC,0.515825
8S JS,0.54195
8S QH,0.535975
8S QD,0.5352
8S QC,0.53444
8S QS,0.558865
8S KH,0.563125
8S KD,0.55866
8S KC,0.559915
8S KS,0.5809
8S AH,0.597845
8S AD,0.599235
8S AC,0.600755
8S AS,0.61822
9H 2H,0.42233
9H 2D,0.39252
9H 2C,0.39141
9H 2S,0.390325
9H 3H,0.43427
9H 3D,0.399415
9H 3C,0.39826
9H 3S,0.40117
9H 4H,0.439175
9H 4D,0.40508
9H 4C,0.40724
9H 4S,0.408445
9H 5H,0.458625
9H 5D,0.42757
9H 5C,0.426985
9H 5S,0.42536
9H 6H,0.472845
9H 6D,0.44586
9H 6C,0.444575
9H 6S,0.444245
9H 7H,0.491475
9H 7D,0.46245
9H 7C,0.46337
9H 7S,0.46427
9H 8H,0.50779
9H 8D,0.480455
9H 8C,0.478485
9H 8S,0.48057
9H 9D,0.721035
9H 9C,0.72005
9H 9S,0.72015
9H TH,0.540955
9H TD,0.516265
9H TC,0.516055
9H TS,0.514725
9H JH,0.55879
9H JD,0.53208
9H JC,0.534375
9H JS,0.53288
9H QH,0.57831
9H QD,0.55624
9H QC,0.551055
9H QS,0.550515
9H KH,0.599925
9H KD,0.57823
9H KC,0.58108
9H KS,0.57962
9H AH,0.62881
9H AD,0.60846
9H AC,0.610265
9H AS,0.609945
9D 2H,0.39181
9D 2D,0.42217
9D 2C,0.392105
9D 2S,0.390565
9D 3H,0.40285
9D 3D,0.43385
9D 3C,0.397505
9D 3S,0.40018
9D 4H,0.4072
9D 4D,0.43853
9D 4C,0.406095
9D 4S,0.40755
9D 5H,0.427345
9D 5D,0.456235
9D 5C,0.4254
9D 5S,0.424465
9D 6H,0.44475
9D 6D,0.475585
9D 6C,0.44349
9D 6S,0.44531
9D 7H,0.46392
9D 7D,0.493635
9D 7C,0.46451
9D 7S,0.463295
9D 8H,0.48144
9D 8D,0.509355
9D 8C,0.48113
9D 8S,0.48231
9D 9H,0.721515
9D 9C,0.72078
9D 9S,0.719135
9D TH,0.515085
9D TD,0.54166
9D TC,0.51312
9D TS,0.51654
9D JH,0.531715
9D JD,0.5608
9D JC,0.52868
9D JS,0.53288
9D QH,0.552895
9D QD,0.57871
9D QC,0.554535
9D QS,0.55748
9D KH,0.57586
9D KD,0.598405
9D KC,0.578795
9D KS,0.577095
9D AH,0.6091
9D AD,0.626865
9D AC,0.606005
9D AS,0.60752
9C 2H,0.38983
9C 2D,0.391315
9C 2C,0.42393
9C 2S,0.391495
9C 3H,0.40068
9C 3D,0.40009
9C 3C,0.43516
9C 3S,0.40078
9C 4H,0.40711
9C 4D,0.405465
9C 4C,0.436895
9C 4S,0.408005
9C 5H,0.42939
9C 5D,0.425865
9C 5C,0.456235
9C 5S,0.426515
9C 6H,0.44361
9C 6D,0.445545
9C 6C,0.472905
9C 6S,0.44697
9C 7H,0.462095
9C 7D,0.46269
9C 7C,0.49216
9C 7S,0.462525
9C 8H,0.481
9C 8D,0.480115
9C 8C,0.506835
9C 8S,0.480145
9C 9H,0.721965
9C 9D,0.72035
9C 9S,0.720655
9C TH,0.515785
9C TD,0.516885
9C TC,0.54157
9C TS,0.51629
9C JH,0.533975
9C JD,0.533505
9C JC,0.55427
9C JS,0.529935
9C QH,0.55306
9C QD,0.554165
9C QC,0.57715
9C QS,0.55129
9C KH,0.57728
9C KD,0.580105
9C KC,0.599305
9C KS,0.579325
9C AH,0.60692
9C AD,0.607035
9C AC,0.627295
9C AS,0.609315
9S 2H,0.38899
9S 2D,0.390935
9S 2C,0.388935
9S 2S,0.423165
9S 3H,0.395835
9S 3D,0.40219
9S 3C,0.402235
9S 3S,0.433545
9S 4H,0.40711
9S 4D,0.40554
9S 4C,0.40876
9S 4S,0.43856
9S 5H,0.42813
9S 5D,0.427645
9S 5C,0.425725
9S 5S,0.457425
9S 6H,0.447615
9S 6D,0.446735
9S 6C,0.44323
9S 6S,0.472295
9S 7H,0.46256
9S 7D,0.46481
9S 7C,0.46156
9S 7S,0.49393
9S 8H,0.47698
9S 8D,0.479345
9S 8C,0.479825
9S 8S,0.50563
9S 9H,0.72107
9S 9D,0.72048
9S 9C,0.71877
9S TH,0.51321
9S TD,0.515865
9S TC,0.51617
9S TS,0.54042
9S JH,0.5345
9S JD,0.536345
9S JC,0.53287
9S JS,0.556045
9S QH,0.553375
9S QD,0.55448
9S QC,0.554845
9S QS,0.57774
9S KH,0.580045
9S KD,0.578775
9S KC,0.57916
9S KS,0.59999
9S AH,0.609475
9S AD,0.60923
9S AC,0.607865
9S AS,0.63121
TH 2H,0.446115
TH 2D,0.415665
TH 2C,0.41445
TH 2S,0.419055
TH 3H,0.45784
TH 3D,0.426215
TH 3C,0.425885
TH 3S,0.425725
TH 4H,0.46667
TH 4D,0.43445
TH 4C,0.43613
TH 4S,0.43381
TH 5H,0.470855
TH 5D,0.439865
TH 5C,0.441095
TH 5S,0.439655
TH 6H,0.48759
TH 6D,0.4628
TH 6C,0.46083
TH 6S,0.464185
TH 7H,0.505515
TH 7D,0.47729
TH 7C,0.479455
TH 7S,0.47993
TH 8H,0.52424
TH 8D,0.49856
TH 8C,0.49601
TH 8S,0.497675
TH 9H,0.539515
TH 9D,0.516935
TH 9C,0.516205
TH 9S,0.51706
TH TD,0.74979
TH TC,0.75013
TH TS,0.752015
TH JH,0.573825
TH JD,0.552885
TH JC,0.552445
TH JS,0.550695
TH QH,0.595245
TH QD,0.573865
TH QC,0.572775
TH QS,0.572865
TH KH,0.619665
TH KD,0.595565
TH KC,0.59668
TH KS,0.599935
TH AH,0.64682
TH AD,0.62653
TH AC,0.6263
TH AS,0.6283
TD 2H,0.417995
TD 2D,0.44952
TD 2C,0.41833
TD 2S,0.41736
TD 3H,0.42249
TD 3D,0.455815
TD 3C,0.42412
TD 3S,0.42456
TD 4H,0.436905
TD 4D,0.46468
TD 4C,0.43549
TD 4S,0.43636
TD 5H,0.442645
TD 5D,0.47357
TD 5C,0.44188
TD 5S,0.444195
TD 6H,0.45932
TD 6D,0.487365
TD 6C,0.458225
TD 6S,0.46322
TD 7H,0.479885
TD 7D,0.507305
TD 7C,0.479425
TD 7S,0.4796
TD 8H,0.497945
TD 8D,0.524475
TD 8C,0.49812
TD 8S,0.49509
TD 9H,0.516305
TD 9D,0.53901
TD 9C,0.51538
TD 9S,0.514875
TD TH,0.749405
TD TC,0.75018
TD TS,0.75085
TD JH,0.55389
TD JD,0.57628
TD JC,0.552075
TD JS,0.55012
TD QH,0.57183
TD QD,0.5924
TD QC,0.571535
TD QS,0.573965
TD KH,0.59736
TD KD,0.618685
TD KC,0.598305
TD KS,0.59728
TD AH,0.62691
TD AD,0.646955
TD AC,0.627325
TD AS,0.62697
TC 2H,0.41281
TC 2D,0.416565
TC 2C,0.44759
TC 2S,0.415885
TC 3H,0.42648
TC 3D,0.42681
TC 3C,0.45708
TC 3S,0.425405
TC 4H,0.436195
TC 4D,0.433785
TC 4C,0.465135
TC 4S,0.438745
TC 5H,0.440695
TC 5D,0.44275
TC 5C,0.471595
TC 5S,0.44224
TC 6H,0.4611
TC 6D,0.460265
TC 6C,0.49151
TC 6S,0.46121
TC 7H,0.47752
TC 7D,0.480905
TC 7C,0.506485
TC 7S,0.47982
TC 8H,0.494235
TC 8D,0.49825
TC 8C,0.525625
TC 8S,0.495995
TC 9H,0.514255
TC 9D,0.51564
TC 9C,0.54023
TC 9S,0.51802
TC TH,0.748315
TC TD,0.750565
TC TS,0.7497
TC JH,0.55458
TC JD,0.55406
TC JC,0.57423
TC JS,0.551185
TC QH,0.571935
TC QD,0.57466
TC QC,0.596435
TC QS,0.57338
TC KH,0.596565
TC KD,0.597375
TC KC,0.61475
TC KS,0.59466
TC AH,0.62856
TC AD,0.626665
TC AC,0.647875
TC AS,0.628185
TS 2H,0.414905
TS 2D,0.41825
TS 2C,0.418525
TS 2S,0.44871
TS 3H,0.4251
TS 3D,0.42754
TS 3C,0.428415
TS 3S,0.457905
TS 4H,0.433575
TS 4D,0.436195
TS 4C,0.433765
TS 4S,0.46724
TS 5H,0.44236
TS 5D,0.442035
TS 5C,0.44363
TS 5S,0.47109
TS 6H,0.463395
TS 6D,0.461835
TS 6C,0.46414
TS 6S,0.487695
TS 7H,0.479315
TS 7D,0.47961
TS 7C,0.477
TS 7S,0.50876
TS 8H,0.49743
TS 8D,0.494455
TS 8C,0.49754
TS 8S,0.522325
TS 9H,0.517105
TS 9D,0.515485
TS 9C,0.51365
TS 9S,0.540675
TS TH,0.7504
TS TD,0.749145
TS TC,0.74708
TS JH,0.55229
TS JD,0.554475
TS JC,0.55215
TS JS,0.580615
TS QH,0.569935
TS QD,0.573885
TS QC,0.574275
TS QS,0.59386
TS KH,0.59935
TS KD,0.597995
TS KC,0.59925
TS KS,0.61886
TS AH,0.62805
TS AD,0.628365
TS AC,0.62661
TS AS,0.6442
JH 2H,0.47667
JH 2D,0.441455
JH 2C,0.4438
JH 2S,0.44499
JH 3H,0.482965
JH 3D,0.451755
JH 3C,0.45186
JH 3S,0.45504
JH 4H,0.490065
JH 4D,0.46128
JH 4C,0.46216
JH 4S,0.460125
JH 5H,0.49993
JH 5D,0.47375
JH 5C,0.46868
JH 5S,0.47494
JH 6H,0.50505
JH 6D,0.47827
JH 6C,0.477765
JH 6S,0.47839
JH 7H,0.524815
JH 7D,0.495955
JH 7C,0.496465
JH 7S,0.499485
JH 8H,0.540115
JH 8D,0.515685
JH 8C,0.51417
JH 8S,0.513355
JH 9H,0.55745
JH 9D,0.531805
JH 9C,0.534155
JH 9S,0.53064
JH TH,0.57739
JH TD,0.55235
JH TC,0.55063
JH TS,0.55367
JH JD,0.77483
JH JC,0.7745
JH JS,0.773765
JH QH,0.6029
JH QD,0.583845
JH QC,0.582555
JH QS,0.580195
JH KH,0.62682
JH KD,0.60415
JH KC,0.607885
JH KS,0.6052
JH AH,0.65382
JH AD,0.63228
JH AC,0.63439
JH AS,0.634075
JD 2H,0.441375
JD 2D,0.474045
JD 2C,0.44704
JD 2S,0.44259
JD 3H,0.45259
JD 3D,0.48192
JD 3C,0.452965
JD 3S,0.45275
JD 4H,0.462685
JD 4D,0.48964
JD 4C,0.46087
JD 4S,0.462015
JD 5H,0.467675
JD 5D,0.500115
JD 5C,0.471145
JD 5S,0.471925
JD 6H,0.47773
JD 6D,0.505085
JD 6C,0.477965
JD 6S,0.478645
JD 7H,0.49777
JD 7D,0.52456
JD 7C,0.497495
JD 7S,0.49848
JD 8H,0.513765
JD 8D,0.53917
JD 8C,0.51279
JD 8S,0.51367
JD 9H,0.53063
JD 9D,0.55565
JD 9C,0.534365
JD 9S,0.53393
JD TH,0.553345
JD TD,0.57601
JD TC,0.554655
JD TS,0.55218
JD JH,0.775345
JD JC,0.77611
JD JS,0.775025
JD QH,0.57877
JD QD,0.60008
JD QC,0.578255
JD QS,0.58445
JD KH,0.606305
JD KD,0.624625
JD KC,0.606055
JD KS,0.606745
JD AH,0.63493
JD AD,0.654095
JD AC,0.63505
JD AS,0.63594
JC 2H,0.442285
JC 2D,0.443985
JC 2C,0.47203
JC 2S,0.442145
JC 3H,0.45275
JC 3D,0.45418
JC 3C,0.481965
JC 3S,0.45204
JC 4H,0.461475
JC 4D,0.463005
JC 4C,0.492665
JC 4S,0.462005
JC 5H,0.47068
JC 5D,0.47009
JC 5C,0.497945
JC 5S,0.473375
JC 6H,0.480605
JC 6D,0.47927
JC 6C,0.504675
JC 6S,0.476815
JC 7H,0.49678
JC 7D,0.49766
JC 7C,0.525585
JC 7S,0.49675
JC 8H,0.51562
JC 8D,0.515975
JC 8C,0.54101
JC 8S,0.51959
JC 9H,0.52886
JC 9D,0.53059
JC 9C,0.55595
JC 9S,0.53436
JC TH,0.552375
JC TD,0.550505
JC TC,0.576325
JC TS,0.55163
JC JH,0.772975
JC JD,0.775505
JC JS,0.77664
JC QH,0.580155
JC QD,0.580695
JC QC,0.60501
JC QS,0.5802
JC KH,0.602115
JC KD,0.606605
JC KC,0.624915
JC KS,0.605245
JC AH,0.635905
JC AD,0.63476
JC AC,0.654705
JC AS,0.633555
JS 2H,0.445355
JS 2D,0.44101
JS 2C,0.44225
JS 2S,0.475095
JS 3H,0.450785
JS 3D,0.453475
JS 3C,0.455245
JS 3S,0.48126
JS 4H,0.462545
JS 4D,0.460565
JS 4C,0.461855
JS 4S,0.4903
JS 5H,0.47543
JS 5D,0.47317
JS 5C,0.47249
JS 5S,0.5003
JS 6H,0.47647
JS 6D,0.479475
JS 6C,0.47804
JS 6S,0.50783
JS 7H,0.497765
JS 7D,0.49689
JS 7C,0.49388
JS 7S,0.52401
JS 8H,0.514715
JS 8D,0.51373
JS 8C,0.514665
JS 8S,0.541755
JS 9H,0.529815
JS 9D,0.534715
JS 9C,0.53424
JS 9S,0.55694
JS TH,0.549465
JS TD,0.55527
JS TC,0.553725
JS TS,0.575415
JS JH,0.774995
JS JD,0.774125
JS JC,0.775065
JS QH,0.579955
JS QD,0.581285
JS QC,0.582795
JS QS,0.601335
JS KH,0.602515
JS KD,0.6089
JS KC,0.603305
JS KS,0.625505
JS AH,0.63439
JS AD,0.6355
JS AC,0.634565
JS AS,0.65322
QH 2H,0.499755
QH 2D,0.473585
QH 2C,0.47163
QH 2S,0.47266
QH 3H,0.509465
QH 3D,0.48321
QH 3C,0.48224
QH 3S,0.479235
QH 4H,0.5173
QH 4D,0.49204
QH 4C,0.489285
QH 4S,0.49302
QH 5H,0.52683
QH 5D,0.50062
QH 5C,0.503535
QH 5S,0.50249
QH 6H,0.535775
QH 6D,0.511225
QH 6C,0.510945
QH 6S,0.51037
QH 7H,0.54261
QH 7D,0.51832
QH 7C,0.51949
QH 7S,0.51857
QH 8H,0.559895
QH 8D,0.53753
QH 8C,0.532255
QH 8S,0.537185
QH 9H,0.57232
QH 9D,0.55402
QH 9C,0.55221
QH 9S,0.55324
QH TH,0.596075
QH TD,0.57203
QH TC,0.572205
QH TS,0.57334
QH JH,0.604055
QH JD,0.57989
QH JC,0.581255
QH JS,0.580915
QH QD,0.79828
QH QC,0.7992
QH QS,0.799605
QH KH,0.63546
QH KD,0.61396
QH KC,0.614695
QH KS,0.61513
QH AH,0.66242
QH AD,0.6451
QH AC,0.644535
QH AS,0.64139
QD 2H,0.470735
QD 2D,0.500975
QD 2C,0.474325
QD 2S,0.473415
QD 3H,0.483425
QD 3D,0.510005
QD 3C,0.480075
QD 3S,0.48154
QD 4H,0.491325
QD 4D,0.518245
QD 4C,0.49287
QD 4S,0.492665
QD 5H,0.501505
QD 5D,0.52849
QD 5C,0.501065
QD 5S,0.50089
QD 6H,0.51157
QD 6D,0.537425
QD 6C,0.509665
QD 6S,0.50921
QD 7H,0.519135
QD 7D,0.542865
QD 7C,0.515845
QD 7S,0.518965
QD 8H,0.53515
QD 8D,0.561775
QD 8C,0.534615
QD 8S,0.533105
QD 9H,0.55231
QD 9D,0.576745
QD 9C,0.55666
QD 9S,0.554325
QD TH,0.57199
QD TD,0.594565
QD TC,0.57242
QD TS,0.572025
QD JH,0.58106
QD JD,0.603125
QD JC,0.58389
QD JS,0.58089
QD QH,0.80058
QD QC,0.800475
QD QS,0.80035
QD KH,0.612405
QD KD,0.63572
QD KC,0.615865
QD KS,0.615215
QD AH,0.64486
QD AD,0.663535
QD AC,0.644105
QD AS,0.645105
QC 2H,0.475175
QC 2D,0.47019
QC 2C,0.50187
QC 2S,0.47021
QC 3H,0.48435
QC 3D,0.481035
QC 3C,0.506735
QC 3S,0.479345
QC 4H,0.49217
QC 4D,0.492205
QC 4C,0.518375
QC 4S,0.490125
QC 5H,0.499635
QC 5D,0.499935
QC 5C,0.527715
QC 5S,0.50084
QC 6H,0.509865
QC 6D,0.510155
QC 6C,0.53674
QC 6S,0.511705
QC 7H,0.51741
QC 7D,0.5134
QC 7C,0.54421
QC 7S,0.519205
QC 8H,0.537795
QC 8D,0.53553
QC 8C,0.56062
QC 8S,0.536125
QC 9H,0.55407
QC 9D,0.5544
QC 9C,0.576215
QC 9S,0.5526
QC TH,0.575715
QC TD,0.571345
QC TC,0.59624
QC TS,0.573925
QC JH,0.58383
QC JD,0.58163
QC JC,0.604335
QC JS,0.579705
QC QH,0.8001
QC QD,0.80038
QC QS,0.79894
QC KH,0.613855
QC KD,0.61622
QC KC,0.635625
QC KS,0.614355
QC AH,0.64369
QC AD,0.643115
QC AC,0.661395
QC AS,0.644125
QS 2H,0.47139
QS 2D,0.474145
QS 2C,0.47421
QS 2S,0.503
QS 3H,0.483415
QS 3D,0.482215
QS 3C,0.48211
QS 3S,0.51124
QS 4H,0.49137
QS 4D,0.491675
QS 4C,0.49299
QS 4S,0.5171
QS 5H,0.50088
QS 5D,0.49985
QS 5C,0.502065
QS 5S,0.52594
QS 6H,0.509395
QS 6D,0.508675
QS 6C,0.51315
QS 6S,0.53558
QS 7H,0.51786
QS 7D,0.51487
QS 7C,0.51862
QS 7S,0.539855
QS 8H,0.53538
QS 8D,0.53549
QS 8C,0.53714
QS 8S,0.56147
QS 9H,0.55402
QS 9D,0.553765
QS 9C,0.54963
QS 9S,0.57546
QS TH,0.572455
QS TD,0.57043
QS TC,0.572065
QS TS,0.594905
QS JH,0.583075
QS JD,0.58306
QS JC,0.57966
QS JS,0.602965
QS QH,0.799525
QS QD,0.798135
QS QC,0.79996
QS KH,0.61556
QS KD,0.61357
QS KC,0.613985
QS KS,0.633645
QS AH,0.64338
QS AD,0.645045
QS AC,0.645375
QS AS,0.66209
KH 2H,0.53265
KH 2D,0.502715
KH 2C,0.505415
KH 2S,0.504095
KH 3H,0.54073
KH 3D,0.515065
KH 3C,0.51461
KH 3S,0.51517
KH 4H,0.548525
KH 4D,0.522575
KH 4C,0.523455
KH 4S,0.520575
KH 5H,0.56049
KH 5D,0.534035
KH 5C,0.53486
KH 5S,0.535535
KH 6H,0.565465
KH 6D,0.54137
KH 6C,0.542135
KH 6S,0.54275
KH 7H,0.57666
KH 7D,0.55384
KH 7C,0.552465
KH 7S,0.552255
KH 8H,0.58442
KH 8D,0.562955
KH 8C,0.56124
KH 8S,0.560495
KH 9H,0.59763
KH 9D,0.577075
KH 9C,0.57689
KH 9S,0.5765
KH TH,0.61815
KH TD,0.59915
KH TC,0.59387
KH TS,0.59557
KH JH,0.62453
KH JD,0.60694
KH JC,0.60591
KH JS,0.606115
KH QH,0.631335
KH QD,0.6136
KH QC,0.614205
KH QS,0.6148
KH KD,0.82331
KH KC,0.825535
KH KS,0.823525
KH AH,0.669275
KH AD,0.654625
KH AC,0.6538
KH AS,0.653915
KD 2H,0.504975
KD 2D,0.53236
KD 2C,0.506135
KD 2S,0.507115
KD 3H,0.51428
KD 3D,0.54396
KD 3C,0.51588
KD 3S,0.5141
KD 4H,0.522215
KD 4D,0.55051
KD 4C,0.52208
KD 4S,0.52019
KD 5H,0.536235
KD 5D,0.5582
KD 5C,0.53257
KD 5S,0.534615
KD 6H,0.54478
KD 6D,0.56517
KD 6C,0.54327
KD 6S,0.54042
KD 7H,0.550605
KD 7D,0.57721
KD 7C,0.553115
KD 7S,0.5504
KD 8H,0.561075
KD 8D,0.58341
KD 8C,0.55794
KD 8S,0.560255
KD 9H,0.57918
KD 9D,0.5998
KD 9C,0.579565
KD 9S,0.57673
KD TH,0.596135
KD TD,0.616635
KD TC,0.597655
KD TS,0.59675
KD JH,0.606
KD JD,0.62589
KD JC,0.608065
KD JS,0.603
KD QH,0.61543
KD QD,0.637725
KD QC,0.61334
KD QS,0.61423
KD KH,0.82439
KD KC,0.823955
KD KS,0.824775
KD AH,0.654985
KD AD,0.66905
KD AC,0.65311
KD AS,0.652855
KC 2H,0.504215
KC 2D,0.506745
KC 2C,0.53179
KC 2S,0.50164
KC 3H,0.512955
KC 3D,0.512875
KC 3C,0.54235
KC 3S,0.51501
KC 4H,0.523985
KC 4D,0.52214
KC 4C,0.54923
KC 4S,0.52413
KC 5H,0.53337
KC 5D,0.5326
KC 5C,0.557675
KC 5S,0.53124
KC 6H,0.54283
KC 6D,0.540755
KC 6C,0.56476
KC 6S,0.544885
KC 7H,0.55178
KC 7D,0.55216
KC 7C,0.576735
KC 7S,0.552705
KC 8H,0.560645
KC 8D,0.55901
KC 8C,0.58214
KC 8S,0.55891
KC 9H,0.577705
KC 9D,0.577805
KC 9C,0.600165
KC 9S,0.57839
KC TH,0.596575
KC TD,0.59558
KC TC,0.620045
KC TS,0.5978
KC JH,0.609335
KC JD,0.60335
KC JC,0.62592
KC JS,0.60608
KC QH,0.616675
KC QD,0.61677
KC QC,0.63307
KC QS,0.61542
KC KH,0.825505
KC KD,0.82288
KC KS,0.824135
KC AH,0.655245
KC AD,0.65339
KC AC,0.666585
KC AS,0.652905
KS 2H,0.50433
KS 2D,0.50426
KS 2C,0.506115
KS 2S,0.53207
KS 3H,0.51347
KS 3D,0.51464
KS 3C,0.51485
KS 3S,0.540175
KS 4H,0.5231
KS 4D,0.52427
KS 4C,0.523075
KS 4S,0.547965
KS 5H,0.53287
KS 5D,0.530635
KS 5C,0.532445
KS 5S,0.557165
KS 6H,0.542005
KS 6D,0.542555
KS 6C,0.538435
KS 6S,0.569165
KS 7H,0.54918
KS 7D,0.55113
KS 7C,0.55226
KS 7S,0.57528
KS 8H,0.563125
KS 8D,0.56002
KS 8C,0.561115
KS 8S,0.5805
KS 9H,0.578685
KS 9D,0.576375
KS 9C,0.57785
KS 9S,0.600785
KS TH,0.59758
KS TD,0.599695
KS TC,0.5978
KS TS,0.618795
KS JH,0.60505
KS JD,0.609475
KS JC,0.60549
KS JS,0.62604
KS QH,0.61506
KS QD,0.615215
KS QC,0.61403
KS QS,0.634955
KS KH,0.823695
KS KD,0.8238
KS KC,0.825465
KS AH,0.65306
KS AD,0.65216
KS AC,0.652025
KS AS,0.671
AH 2H,0.57634
AH 2D,0.54903
AH 2C,0.54973
AH 2S,0.549435
AH 3H,0.581235
AH 3D,0.557955
AH 3C,0.56008
AH 3S,0.559215
AH 4H,0.5903
AH 4D,0.56906
AH 4C,0.567325
AH 4S,0.566115
AH 5H,0.59872
AH 5D,0.57761
AH 5C,0.575895
AH 5S,0.576515
AH 6H,0.598475
AH 6D,0.575205
AH 6C,0.577675
AH 6S,0.575615
AH 7H,0.609785
AH 7D,0.588515
AH 7C,0.589615
AH 7S,0.589015
AH 8H,0.617695
AH 8D,0.59974
AH 8C,0.59872
AH 8S,0.59984
AH 9H,0.630165
AH 9D,0.60932
AH 9C,0.60668
AH 9S,0.60776
AH TH,0.64546
AH TD,0.62477
AH TC,0.627675
AH TS,0.630625
AH JH,0.65342
AH JD,0.636255
AH JC,0.63838
AH JS,0.637135
AH QH,0.658325
AH QD,0.64596
AH QC,0.644425
AH QS,0.645005
AH KH,0.673755
AH KD,0.653325
AH KC,0.656165
AH KS,0.65272
AH AD,0.851575
AH AC,0.851605
AH AS,0.851235
AD 2H,0.548775
AD 2D,0.57602
AD 2C,0.54943
AD 2S,0.549445
AD 3H,0.558015
AD 3D,0.585085
AD 3C,0.557875
AD 3S,0.556015
AD 4H,0.566905
AD 4D,0.58778
AD 4C,0.567295
AD 4S,0.569015
AD 5H,0.576875
AD 5D,0.59692
AD 5C,0.577955
AD 5S,0.578335
AD 6H,0.575105
AD 6D,0.598925
AD 6C,0.57839
AD 6S,0.57657
AD 7H,0.590535
AD 7D,0.608875
AD 7C,0.58897
AD 7S,0.587855
AD 8H,0.60057
AD 8D,0.620775
AD 8C,0.60162
AD 8S,0.59665
AD 9H,0.608905
AD 9D,0.62982
AD 9C,0.60903
AD 9S,0.60763
AD TH,0.62618
AD TD,0.64769
AD TC,0.624175
AD TS,0.62734
AD JH,0.63386
AD JD,0.6528
AD JC,0.634875
AD JS,0.634935
AD QH,0.642065
AD QD,0.660715
AD QC,0.645945
AD QS,0.64214
AD KH,0.652155
AD KD,0.66957
AD KC,0.6518
AD KS,0.651905
AD AH,0.853515
AD AC,0.850545
AD AS,0.851995
AC 2H,0.549765
AC 2D,0.551875
AC 2C,0.576585
AC 2S,0.548885
AC 3H,0.559105
AC 3D,0.557745
AC 3C,0.58172
AC 3S,0.55933
AC 4H,0.569325
AC 4D,0.566835
AC 4C,0.591835
AC 4S,0.56512
AC 5H,0.579095
AC 5D,0.57683
AC 5C,0.599065
AC 5S,0.57878
AC 6H,0.570765
AC 6D,0.576995
AC 6C,0.597935
AC 6S,0.57687
AC 7H,0.58694
AC 7D,0.58712
AC 7C,0.6077
AC 7S,0.59106
AC 8H,0.598595
AC 8D,0.598375
AC 8C,0.616945
AC 8S,0.59755
AC 9H,0.607455
AC 9D,0.60872
AC 9C,0.628895
AC 9S,0.60734
AC TH,0.628015
AC TD,0.62981
AC TC,0.64848
AC TS,0.626495
AC JH,0.63293
AC JD,0.636795
AC JC,0.65053
AC JS,0.634175
AC QH,0.64525
AC QD,0.644495
AC QC,0.66348
AC QS,0.643635
AC KH,0.655025
AC KD,0.654195
AC KC,0.6706
AC KS,0.652475
AC AH,0.8499
AC AD,0.853765
AC AS,0.85191
AS 2H,0.550065
AS 2D,0.549635
AS 2C,0.546265
AS 2S,0.574555
AS 3H,0.559305
AS 3D,0.558595
AS 3C,0.558685
AS 3S,0.58187
AS 4H,0.568965
AS 4D,0.566565
AS 4C,0.565375
AS 4S,0.590125
AS 5H,0.57877
AS 5D,0.57409
AS 5C,0.57728
AS 5S,0.59826
AS 6H,0.57478
AS 6D,0.577305
AS 6C,0.577755
AS 6S,0.597355
AS 7H,0.59293
AS 7D,0.588695
AS 7C,0.58633
AS 7S,0.61013
AS 8H,0.598935
AS 8D,0.59811
AS 8C,0.598195
AS 8S,0.619675
AS 9H,0.60896
AS 9D,0.60955
